g_id,hpo_ids
TPM2,"['HP:0003202', 'HP:0001425', 'HP:0001188', 'HP:0001349', 'HP:0000465', 'HP:0001319', 'HP:0008872', 'HP:0002804', 'HP:0010557', 'HP:0002938', 'HP:0000954', 'HP:0009473', 'HP:0002751', 'HP:0001558', 'HP:0001270', 'HP:0010628', 'HP:0003121', 'HP:0000508', 'HP:0003577', 'HP:0001181', 'HP:0001762', 'HP:0032341', 'HP:0003691', 'HP:0000467', 'HP:0003828', 'HP:0033142', 'HP:0002792', 'HP:0001612', 'HP:0003701', 'HP:0003690', 'HP:0001032', 'HP:0000006', 'HP:0003391', 'HP:0003798', 'HP:0003184', 'HP:0001290', 'HP:0002650', 'HP:0004322', 'HP:0001371', 'HP:0002015', 'HP:0001374', 'HP:0000218', 'HP:0000160', 'HP:0003803', 'HP:0003273', 'HP:0000275', 'HP:0001838', 'HP:0000602', 'HP:0001644', 'HP:0003755', 'HP:0000407', 'HP:0002747', 'HP:0006380', 'HP:0001283', 'HP:0011968', 'HP:0002093', 'HP:0002355', 'HP:0002515', 'HP:0001265', 'HP:0003687', 'HP:0003324', 'HP:0001848', 'HP:0000028', 'HP:0000276', 'HP:0002058', 'HP:0009742', 'HP:0011463', 'HP:0000007', 'HP:0001193', 'HP:0001252', 'HP:0012385', 'HP:0000211', 'HP:0000278', 'HP:0000765', 'HP:0002987', 'HP:0001508', 'HP:0000369', 'HP:0001845']"
TPM3,"['HP:0001374', 'HP:0000508', 'HP:0001425', 'HP:0000218', 'HP:0003577', 'HP:0032341', 'HP:0001349', 'HP:0000467', 'HP:0003828', 'HP:0003458', 'HP:0001319', 'HP:0001761', 'HP:0000275', 'HP:0001612', 'HP:0003701', 'HP:0002938', 'HP:0000007', 'HP:0000006', 'HP:0000602', 'HP:0003798', 'HP:0001644', 'HP:0001558', 'HP:0003724', 'HP:0003755', 'HP:0001270', 'HP:0002747', 'HP:0008944', 'HP:0002650', 'HP:0001283', 'HP:0011968', 'HP:0001508', 'HP:0002093', 'HP:0009053', 'HP:0003621', 'HP:0001371', 'HP:0010628', 'HP:0000767', 'HP:0003687', 'HP:0003324', 'HP:0003121', 'HP:0002015', 'HP:0000276']"
TPMT,"['HP:0001871', 'HP:0001939', 'HP:0000007']"
TPO,"['HP:0008263', 'HP:0000007', 'HP:0001939', 'HP:0000853', 'HP:0000821']"
TPP1,"['HP:0000639', 'HP:0001347', 'HP:0002074', 'HP:0003463', 'HP:0007338', 'HP:0002174', 'HP:0000651', 'HP:0000550', 'HP:0000007', 'HP:0002312', 'HP:0003205', 'HP:0003487', 'HP:0000546', 'HP:0002495', 'HP:0000529', 'HP:0003677', 'HP:0002070', 'HP:0003621', 'HP:0001311', 'HP:0001272', 'HP:0002376', 'HP:0001152', 'HP:0001336', 'HP:0001250', 'HP:0000750', 'HP:0002059', 'HP:0001251', 'HP:0001260', 'HP:0002066']"
TPP2,"['HP:0001904', 'HP:0011342', 'HP:0006268', 'HP:0003237', 'HP:0040167', 'HP:0000265', 'HP:0002783', 'HP:0003496', 'HP:0011463', 'HP:0000007', 'HP:0002110', 'HP:0001890', 'HP:0001973', 'HP:0003593', 'HP:0002716', 'HP:0003819', 'HP:0410028', 'HP:0032247', 'HP:0000403']"
TPRKB,"['HP:0000096', 'HP:0001302', 'HP:0000286', 'HP:0000303', 'HP:0000490', 'HP:0003774', 'HP:0001999', 'HP:0001257', 'HP:0000007', 'HP:0000252', 'HP:0000093', 'HP:0000100', 'HP:0011096', 'HP:0001263', 'HP:0000969', 'HP:0000365', 'HP:0002119', 'HP:0000316', 'HP:0001251', 'HP:0012444']"
TPRN,"['HP:0000750', 'HP:0000408', 'HP:0000407', 'HP:0000007']"
TRAC,"['HP:0032061', 'HP:0000007', 'HP:0002960', 'HP:0002719', 'HP:0001508', 'HP:0003593', 'HP:0002716']"
TRAF3IP1,"['HP:0001513', 'HP:0001263', 'HP:0008802', 'HP:0000090', 'HP:0000486', 'HP:0003774', 'HP:0000510', 'HP:0000639', 'HP:0000007', 'HP:0001396', 'HP:0000608', 'HP:0000135', 'HP:0001970', 'HP:0010442', 'HP:0001395']"
TRAF3IP2,"['HP:0001051', 'HP:0000007', 'HP:0000498', 'HP:0000158', 'HP:0012203']"
TRAF7,"['HP:0000508', 'HP:0000648', 'HP:0000476', 'HP:0004383', 'HP:0100704', 'HP:0002643', 'HP:0000286', 'HP:0001999', 'HP:0000474', 'HP:0000006', 'HP:0001719', 'HP:0030084', 'HP:0001263', 'HP:0002144', 'HP:0000377', 'HP:0001290', 'HP:0006610', 'HP:0001276', 'HP:0001643', 'HP:0011968', 'HP:0000365', 'HP:0002119', 'HP:0001680', 'HP:0000369', 'HP:0001250', 'HP:0001537', 'HP:0000750', 'HP:0002059', 'HP:0001642']"
TRAIP,"['HP:0000776', 'HP:0009879', 'HP:0001631', 'HP:0001762', 'HP:0001518', 'HP:0000411', 'HP:0000275', 'HP:0001561', 'HP:0000007', 'HP:0004971', 'HP:0000252', 'HP:0001558', 'HP:0001511', 'HP:0011461', 'HP:0000010', 'HP:0001629', 'HP:0008665', 'HP:0000347', 'HP:0008633', 'HP:0030799', 'HP:0004322', 'HP:0002119', 'HP:0002205', 'HP:0000998', 'HP:0000062', 'HP:0002099', 'HP:0000444', 'HP:0001263', 'HP:0000276']"
TRAK1,"['HP:0002120', 'HP:0003676', 'HP:0002098', 'HP:0002376', 'HP:0010546', 'HP:0001257', 'HP:0001336', 'HP:0000007', 'HP:0001298', 'HP:0000252', 'HP:0002267', 'HP:0001508', 'HP:0002169', 'HP:0002133', 'HP:0001263', 'HP:0001371']"
TRAPPC11,"['HP:0002465', 'HP:0001337', 'HP:0002487', 'HP:0002240', 'HP:0003236', 'HP:0000007', 'HP:0003394', 'HP:0002072', 'HP:0002353', 'HP:0000252', 'HP:0003391', 'HP:0006785', 'HP:0001511', 'HP:0003429', 'HP:0002571', 'HP:0011098', 'HP:0000486', 'HP:0001397', 'HP:0001332', 'HP:0001290', 'HP:0000518', 'HP:0002650', 'HP:0002910', 'HP:0011968', 'HP:0002355', 'HP:0100633', 'HP:0002515', 'HP:0003307', 'HP:0004322', 'HP:0000545', 'HP:0002305', 'HP:0001272', 'HP:0002540', 'HP:0000522', 'HP:0003326', 'HP:0001250', 'HP:0001385', 'HP:0001251', 'HP:0002059', 'HP:0001249', 'HP:0001260', 'HP:0001263']"
TRAPPC12,"['HP:0002120', 'HP:0000648', 'HP:0003577', 'HP:0100704', 'HP:0003676', 'HP:0001274', 'HP:0001257', 'HP:0000007', 'HP:0000252', 'HP:0002521', 'HP:0001332', 'HP:0002650', 'HP:0011968', 'HP:0012110', 'HP:0002119', 'HP:0000365', 'HP:0002376', 'HP:0001336', 'HP:0001250', 'HP:0011344', 'HP:0002015', 'HP:0001298']"
TRAPPC14,"['HP:0001263', 'HP:0003577', 'HP:0000007', 'HP:0002079', 'HP:0000750', 'HP:0000252', 'HP:0007018']"
TRAPPC2,"['HP:0001376', 'HP:0002812', 'HP:0003521', 'HP:0100864', 'HP:0001552', 'HP:0000926', 'HP:0008843', 'HP:0002808', 'HP:0002938', 'HP:0003090', 'HP:0000470', 'HP:0002655', 'HP:0002866', 'HP:0002650', 'HP:0001419', 'HP:0000914', 'HP:0007759', 'HP:0010582', 'HP:0004594', 'HP:0002829']"
TRAPPC2L,"['HP:0003201', 'HP:0012448', 'HP:0003676', 'HP:0002540', 'HP:0002445', 'HP:0002376', 'HP:0000007', 'HP:0100704', 'HP:0001344', 'HP:0002059', 'HP:0002133', 'HP:0003236', 'HP:0005484', 'HP:0003593']"
TRAPPC4,"['HP:0000341', 'HP:0001272', 'HP:0000407', 'HP:0012444', 'HP:0001250', 'HP:0002650', 'HP:0001285', 'HP:0000252', 'HP:0002187', 'HP:0000343', 'HP:0001263', 'HP:0008872']"
TRAPPC6B,"['HP:0002120', 'HP:0003676', 'HP:0001272', 'HP:0000639', 'HP:0001290', 'HP:0000486', 'HP:0001347', 'HP:0001337', 'HP:0000007', 'HP:0002079', 'HP:0001250', 'HP:0010864', 'HP:0001251', 'HP:0000253', 'HP:0004322', 'HP:0001263', 'HP:0002119', 'HP:0007366']"
TRAPPC9,"['HP:0000431', 'HP:0000322', 'HP:0002334', 'HP:0000204', 'HP:0000319', 'HP:0000007', 'HP:0000601', 'HP:0000470', 'HP:0031936', 'HP:0001956', 'HP:0002079', 'HP:0003593', 'HP:0002714', 'HP:0000664', 'HP:0000316', 'HP:0000752', 'HP:0001250', 'HP:0001249', 'HP:0005484']"
TRDN,"['HP:0006682', 'HP:0001695', 'HP:0001678', 'HP:0001279', 'HP:0034039', 'HP:0003701', 'HP:0011463', 'HP:0000007', 'HP:0034040', 'HP:0000006', 'HP:0001644', 'HP:0031677', 'HP:0011704', 'HP:0004758', 'HP:0006673', 'HP:0003621', 'HP:0003593', 'HP:0025478', 'HP:0001645', 'HP:0001250', 'HP:0004757', 'HP:0011462', 'HP:0031273']"
TREH,"['HP:0002027', 'HP:0002014', 'HP:0000007']"
TREM2,"['HP:0002120', 'HP:0002476', 'HP:0007305', 'HP:0000726', 'HP:0002354', 'HP:0000007', 'HP:0002186', 'HP:0002353', 'HP:0002340', 'HP:0003487', 'HP:0002352', 'HP:0002381', 'HP:0000734', 'HP:0002079', 'HP:0001288', 'HP:0002756', 'HP:0000938', 'HP:0001336', 'HP:0010524', 'HP:0001250', 'HP:0002135', 'HP:0002829', 'HP:0012062', 'HP:0012690']"
TREX1,"['HP:0007009', 'HP:0200029', 'HP:0002395', 'HP:0002071', 'HP:0008872', 'HP:0007017', 'HP:0003676', 'HP:0002448', 'HP:0002186', 'HP:0001882', 'HP:0000505', 'HP:0025300', 'HP:0002352', 'HP:0000486', 'HP:0000873', 'HP:0000123', 'HP:0002187', 'HP:0010783', 'HP:0001263', 'HP:0200030', 'HP:0003493', 'HP:0002076', 'HP:0000708', 'HP:0009710', 'HP:0002633', 'HP:0000821', 'HP:0007305', 'HP:0007229', 'HP:0001873', 'HP:0003581', 'HP:0009763', 'HP:0001257', 'HP:0000742', 'HP:0003565', 'HP:0000252', 'HP:0000006', 'HP:0000093', 'HP:0007321', 'HP:0001344', 'HP:0000501', 'HP:0001878', 'HP:0004322', 'HP:0200042', 'HP:0001250', 'HP:0001009', 'HP:0002062', 'HP:0002135', 'HP:0000253', 'HP:0001260', 'HP:0001063', 'HP:0002910', 'HP:0002102', 'HP:0001297', 'HP:0030880', 'HP:0009709', 'HP:0001638', 'HP:0000573', 'HP:0001269', 'HP:0002240', 'HP:0000992', 'HP:0001369', 'HP:0004394', 'HP:0001413', 'HP:0002725', 'HP:0007460', 'HP:0002540', 'HP:0002059', 'HP:0001744', 'HP:0007352', 'HP:0002829', 'HP:0003613', 'HP:0002518', 'HP:0000639', 'HP:0001701', 'HP:0000967', 'HP:0001597', 'HP:0009704', 'HP:0000790', 'HP:0000726', 'HP:0011463', 'HP:0000007', 'HP:0031987', 'HP:0006579', 'HP:0001332', 'HP:0001945', 'HP:0000529', 'HP:0000709', 'HP:0003593', 'HP:0002421', 'HP:0040049', 'HP:0000979', 'HP:0033726', 'HP:0001147']"
TRH,"['HP:0008237', 'HP:0002019', 'HP:0002750', 'HP:0000007', 'HP:0000958', 'HP:0001324', 'HP:0001249', 'HP:0004322', 'HP:0001609']"
TRHR,"['HP:0033082', 'HP:0012378', 'HP:0001254', 'HP:0002750', 'HP:0000007', 'HP:0031507', 'HP:0004322']"
TRIM2,"['HP:0001290', 'HP:0002540', 'HP:0003380', 'HP:0001762', 'HP:0000007', 'HP:0002779', 'HP:0001284', 'HP:0003199', 'HP:0001324', 'HP:0002136', 'HP:0002093', 'HP:0006380', 'HP:0040078', 'HP:0031936', 'HP:0003477', 'HP:0001761', 'HP:0001605']"
TRIM32,"['HP:0003738', 'HP:0003458', 'HP:0000077', 'HP:0008988', 'HP:0003557', 'HP:0003560', 'HP:0000007', 'HP:0001284', 'HP:0000135', 'HP:0003391', 'HP:0003547', 'HP:0010442', 'HP:0003724', 'HP:0003677', 'HP:0002515', 'HP:0003731', 'HP:0000488', 'HP:0001265', 'HP:0003722', 'HP:0001513', 'HP:0010628', 'HP:0003749', 'HP:0003687', 'HP:0003236', 'HP:0003707']"
TRIM36,"['HP:0003577', 'HP:0000007', 'HP:0002323', 'HP:0002414']"
TRIM37,"['HP:0001685', 'HP:0001789', 'HP:0000668', 'HP:0000580', 'HP:0000678', 'HP:0000431', 'HP:0000445', 'HP:0001635', 'HP:0002240', 'HP:0001052', 'HP:0000171', 'HP:0000325', 'HP:0002783', 'HP:0006297', 'HP:0000935', 'HP:0002007', 'HP:0001620', 'HP:0000007', 'HP:0000954', 'HP:0001252', 'HP:0002738', 'HP:0001256', 'HP:0001541', 'HP:0001511', 'HP:0001621', 'HP:0000268', 'HP:0000486', 'HP:0000612', 'HP:0005132', 'HP:0001640', 'HP:0005280', 'HP:0004322', 'HP:0002119', 'HP:0003593', 'HP:0000689', 'HP:0000316', 'HP:0002688', 'HP:0001131', 'HP:0000483', 'HP:0001260', 'HP:0002680', 'HP:0002667']"
TRIM44,"['HP:0000518', 'HP:0000501', 'HP:0000006', 'HP:0000529']"
TRIM71,"['HP:0001334', 'HP:0001250', 'HP:0012758', 'HP:0000006', 'HP:0002119']"
TRIM8,"['HP:0002120', 'HP:0000096', 'HP:0002827', 'HP:0031491', 'HP:0033719', 'HP:0000343', 'HP:0000490', 'HP:0001510', 'HP:0000817', 'HP:0000319', 'HP:0012469', 'HP:0033720', 'HP:0000954', 'HP:0001388', 'HP:0000252', 'HP:0002521', 'HP:0000006', 'HP:0001252', 'HP:0012450', 'HP:0002346', 'HP:0000093', 'HP:0031936', 'HP:0000100', 'HP:0008763', 'HP:0007270', 'HP:0000212', 'HP:0002213', 'HP:0010864', 'HP:0001344', 'HP:0000099', 'HP:0007334', 'HP:0001265', 'HP:0000664', 'HP:0000047', 'HP:0032792', 'HP:0001251', 'HP:0002384', 'HP:0011344', 'HP:0002188', 'HP:0025336']"
TRIO,"['HP:0000294', 'HP:0001631', 'HP:0002553', 'HP:0008872', 'HP:0001156', 'HP:0009765', 'HP:0001852', 'HP:0000954', 'HP:0000677', 'HP:0031936', 'HP:0000400', 'HP:0000414', 'HP:0000324', 'HP:0000463', 'HP:0000347', 'HP:0000219', 'HP:0000718', 'HP:0000664', 'HP:0010780', 'HP:0001249', 'HP:0001263', 'HP:0000508', 'HP:0000396', 'HP:0000154', 'HP:0003691', 'HP:0002719', 'HP:0002236', 'HP:0001007', 'HP:0000331', 'HP:0000252', 'HP:0000006', 'HP:0000426', 'HP:0000574', 'HP:0000494', 'HP:0002650', 'HP:0001643', 'HP:0007018', 'HP:0100716', 'HP:0004209', 'HP:0001250', 'HP:0000750', 'HP:0002015', 'HP:0001347', 'HP:0000729', 'HP:0001337', 'HP:0000218', 'HP:0000678', 'HP:0000322', 'HP:0002808', 'HP:0012471', 'HP:0002007', 'HP:0003196', 'HP:0012450', 'HP:0011800', 'HP:0000582', 'HP:0000256', 'HP:0005280', 'HP:0011968', 'HP:0000430', 'HP:0000767', 'HP:0008770', 'HP:0002465', 'HP:0007021', 'HP:0000431', 'HP:0000343', 'HP:0000286', 'HP:0012378', 'HP:0011463', 'HP:0004691', 'HP:0001252', 'HP:0000278', 'HP:0001182', 'HP:0001629', 'HP:0000629', 'HP:0003593', 'HP:0000316', 'HP:0000348', 'HP:0000722', 'HP:0025336']"
TRIOBP,"['HP:0008625', 'HP:0000007', 'HP:0003593']"
TRIP11,"['HP:0002098', 'HP:0000916', 'HP:0003521', 'HP:0003826', 'HP:0001789', 'HP:0001382', 'HP:0001552', 'HP:0002984', 'HP:0003175', 'HP:0000923', 'HP:0000926', 'HP:0000343', 'HP:0000882', 'HP:0000275', 'HP:0001156', 'HP:0001561', 'HP:0002869', 'HP:0003196', 'HP:0009803', 'HP:0000773', 'HP:0000007', 'HP:0003180', 'HP:0001216', 'HP:0000894', 'HP:0001538', 'HP:0000470', 'HP:0003016', 'HP:0010675', 'HP:0003027', 'HP:0000774', 'HP:0002970', 'HP:0000768', 'HP:0001270', 'HP:0004606', 'HP:0006489', 'HP:0010660', 'HP:0004482', 'HP:0000463', 'HP:0002983', 'HP:0000256', 'HP:0002650', 'HP:0002089', 'HP:0005280', 'HP:0000113', 'HP:0002816', 'HP:0003021', 'HP:0001522', 'HP:0000703', 'HP:0004625', 'HP:0010049', 'HP:0000090', 'HP:0000684', 'HP:0002205', 'HP:0010582', 'HP:0008845', 'HP:0003417', 'HP:0011220', 'HP:0004331', 'HP:0002657', 'HP:0000939', 'HP:0010585', 'HP:0010230']"
TRIP12,"['HP:0000154', 'HP:0000218', 'HP:0000343', 'HP:0000286', 'HP:0045025', 'HP:0001852', 'HP:0001999', 'HP:0003196', 'HP:0000006', 'HP:0030084', 'HP:0000486', 'HP:0001290', 'HP:0000582', 'HP:0005280', 'HP:0001513', 'HP:0000718', 'HP:0000316', 'HP:0002714', 'HP:0000752', 'HP:0001250', 'HP:0000750', 'HP:0001249', 'HP:0001263']"
TRIP13,"['HP:0033336', 'HP:0200024', 'HP:0000007', 'HP:0031516', 'HP:0001250', 'HP:0000252', 'HP:0008222', 'HP:0004322', 'HP:0001263', 'HP:0002667']"
TRIP4,"['HP:0001655', 'HP:0001638', 'HP:0003700', 'HP:0000218', 'HP:0003577', 'HP:0001684', 'HP:0000160', 'HP:0002643', 'HP:0000467', 'HP:0001635', 'HP:0100295', 'HP:0001562', 'HP:0002804', 'HP:0003557', 'HP:0003560', 'HP:0007269', 'HP:0000007', 'HP:0001284', 'HP:0001324', 'HP:0001622', 'HP:0005855', 'HP:0001558', 'HP:0003477', 'HP:0003306', 'HP:0001290', 'HP:0001270', 'HP:0002747', 'HP:0000958', 'HP:0002650', 'HP:0002089', 'HP:0001643', 'HP:0011968', 'HP:0000966', 'HP:0003447', 'HP:0000308', 'HP:0007502', 'HP:0009110', 'HP:0000316', 'HP:0000767', 'HP:0003687', 'HP:0006829', 'HP:0002015', 'HP:0001263']"
TRIT1,"['HP:0000545', 'HP:0001332', 'HP:0001290', 'HP:0001508', 'HP:0001257', 'HP:0007766', 'HP:0000007', 'HP:0001298', 'HP:0002353', 'HP:0000252', 'HP:0001344', 'HP:0000565', 'HP:0003828', 'HP:0002059', 'HP:0001249', 'HP:0001263', 'HP:0002123', 'HP:0003593']"
TRMT1,"['HP:0006970', 'HP:0000431', 'HP:0001518', 'HP:0000411', 'HP:0000327', 'HP:0045025', 'HP:0000007', 'HP:0000238', 'HP:0000252', 'HP:0001763', 'HP:0001324', 'HP:0001252', 'HP:0031936', 'HP:0011229', 'HP:0003593', 'HP:0001272', 'HP:0000664', 'HP:0001250', 'HP:0000750', 'HP:0001263']"
TRMT10A,"['HP:0025515', 'HP:0001270', 'HP:0025383', 'HP:0000786', 'HP:0000007', 'HP:0001250', 'HP:0002650', 'HP:0001388', 'HP:0000252', 'HP:0000445', 'HP:0000470', 'HP:0000939', 'HP:0001249', 'HP:0004322', 'HP:0000825']"
TRMT10C,"['HP:0003128', 'HP:0001290', 'HP:0001410', 'HP:0003577', 'HP:0000007', 'HP:0011968', 'HP:0002490', 'HP:0002151', 'HP:0001712', 'HP:0001508', 'HP:0002020', 'HP:0002910', 'HP:0003348']"
TRMT5,"['HP:0001347', 'HP:0002465', 'HP:0001337', 'HP:0002875', 'HP:0001738', 'HP:0000160', 'HP:0000124', 'HP:0002151', 'HP:0003546', 'HP:0000325', 'HP:0000592', 'HP:0001257', 'HP:0004691', 'HP:0000007', 'HP:0001324', 'HP:0001252', 'HP:0009830', 'HP:0003487', 'HP:0003623', 'HP:0000737', 'HP:0011924', 'HP:0040217', 'HP:0011968', 'HP:0001508', 'HP:0003698', 'HP:0002017', 'HP:0001265', 'HP:0001952', 'HP:0003128', 'HP:0003076', 'HP:0008347', 'HP:0001394', 'HP:0011923', 'HP:0001639', 'HP:0012444', 'HP:0002024', 'HP:0003688', 'HP:0002188', 'HP:0001263', 'HP:0011462']"
TRMU,"['HP:0003128', 'HP:0001290', 'HP:0011975', 'HP:0003270', 'HP:0200125', 'HP:0000007', 'HP:0000952', 'HP:0002904', 'HP:0002013', 'HP:0006554', 'HP:0001414', 'HP:0001427', 'HP:0002151', 'HP:0001403', 'HP:0002240', 'HP:0003256', 'HP:0002910', 'HP:0008872']"
TRNC,"['HP:0000408', 'HP:0002076', 'HP:0000519', 'HP:0003737', 'HP:0100704', 'HP:0000819', 'HP:0001635', 'HP:0003828', 'HP:0001712', 'HP:0001269', 'HP:0001507', 'HP:0000726', 'HP:0012377', 'HP:0002069', 'HP:0000822', 'HP:0005162', 'HP:0003198', 'HP:0000602', 'HP:0001427', 'HP:0002572', 'HP:0003200', 'HP:0003128', 'HP:0001716', 'HP:0002401', 'HP:0008619', 'HP:0001298']"
TRNF,"['HP:0000408', 'HP:0002076', 'HP:0000519', 'HP:0003737', 'HP:0100704', 'HP:0000819', 'HP:0001635', 'HP:0003828', 'HP:0001712', 'HP:0002151', 'HP:0001269', 'HP:0001507', 'HP:0000726', 'HP:0012377', 'HP:0002069', 'HP:0000822', 'HP:0001257', 'HP:0005162', 'HP:0003542', 'HP:0001324', 'HP:0003198', 'HP:0000602', 'HP:0001427', 'HP:0002572', 'HP:0000407', 'HP:0003200', 'HP:0003128', 'HP:0001716', 'HP:0001336', 'HP:0001250', 'HP:0002401', 'HP:0001251', 'HP:0008619', 'HP:0001298', 'HP:0002123']"
TRNI,"['HP:0003200', 'HP:0000407', 'HP:0001257', 'HP:0001336', 'HP:0001250', 'HP:0003542', 'HP:0001324', 'HP:0001251', 'HP:0001427', 'HP:0003198', 'HP:0002151', 'HP:0002123']"
TRNK,"['HP:0000408', 'HP:0002076', 'HP:0000519', 'HP:0003737', 'HP:0100704', 'HP:0000819', 'HP:0001635', 'HP:0003828', 'HP:0001712', 'HP:0002151', 'HP:0001269', 'HP:0001507', 'HP:0000726', 'HP:0012377', 'HP:0002069', 'HP:0000822', 'HP:0001257', 'HP:0005162', 'HP:0003542', 'HP:0001324', 'HP:0003198', 'HP:0000602', 'HP:0001427', 'HP:0002572', 'HP:0000407', 'HP:0003200', 'HP:0003128', 'HP:0001716', 'HP:0001336', 'HP:0001250', 'HP:0002401', 'HP:0001251', 'HP:0008619', 'HP:0001298', 'HP:0002123']"
TRNL1,"['HP:0000408', 'HP:0002076', 'HP:0000519', 'HP:0003737', 'HP:0100704', 'HP:0000819', 'HP:0001635', 'HP:0003828', 'HP:0001712', 'HP:0002151', 'HP:0001269', 'HP:0001507', 'HP:0000726', 'HP:0012377', 'HP:0002069', 'HP:0000822', 'HP:0001257', 'HP:0005162', 'HP:0003542', 'HP:0001324', 'HP:0003198', 'HP:0000602', 'HP:0001427', 'HP:0002572', 'HP:0000407', 'HP:0003200', 'HP:0003128', 'HP:0001716', 'HP:0001336', 'HP:0001250', 'HP:0002401', 'HP:0001251', 'HP:0008619', 'HP:0001298', 'HP:0002123']"
TRNN,"['HP:0002098', 'HP:0000508', 'HP:0012240', 'HP:0002875', 'HP:0000648', 'HP:0000218', 'HP:0001425', 'HP:0000580', 'HP:0002490', 'HP:0003355', 'HP:0003546', 'HP:0002151', 'HP:0002240', 'HP:0006565', 'HP:0030319', 'HP:0000007', 'HP:0001903', 'HP:0001252', 'HP:0001427', 'HP:0000093', 'HP:0002352', 'HP:0000407', 'HP:0001270', 'HP:0001290', 'HP:0001410', 'HP:0002747', 'HP:0001508', 'HP:0003128', 'HP:0003076', 'HP:0001639', 'HP:0003109', 'HP:0001250', 'HP:0001994', 'HP:0003688', 'HP:0001251', 'HP:0001249', 'HP:0001263']"
TRNP,"['HP:0003200', 'HP:0000407', 'HP:0001257', 'HP:0001336', 'HP:0001250', 'HP:0003542', 'HP:0001324', 'HP:0001251', 'HP:0001427', 'HP:0003198', 'HP:0002151', 'HP:0002123']"
TRNQ,"['HP:0000408', 'HP:0002076', 'HP:0000519', 'HP:0003737', 'HP:0100704', 'HP:0000819', 'HP:0001635', 'HP:0003828', 'HP:0001712', 'HP:0001269', 'HP:0001507', 'HP:0000726', 'HP:0012377', 'HP:0002069', 'HP:0000822', 'HP:0005162', 'HP:0003198', 'HP:0000602', 'HP:0001427', 'HP:0002572', 'HP:0003200', 'HP:0003128', 'HP:0001716', 'HP:0002401', 'HP:0008619', 'HP:0001298']"
TRNS1,"['HP:0002098', 'HP:0000408', 'HP:0000508', 'HP:0012240', 'HP:0002875', 'HP:0000648', 'HP:0000218', 'HP:0001425', 'HP:0002076', 'HP:0000519', 'HP:0000580', 'HP:0002490', 'HP:0003355', 'HP:0100704', 'HP:0003737', 'HP:0000819', 'HP:0001298', 'HP:0003546', 'HP:0002151', 'HP:0003828', 'HP:0001712', 'HP:0001635', 'HP:0002240', 'HP:0001269', 'HP:0001507', 'HP:0000726', 'HP:0012377', 'HP:0006565', 'HP:0002069', 'HP:0000822', 'HP:0030319', 'HP:0000007', 'HP:0005162', 'HP:0001903', 'HP:0001252', 'HP:0001427', 'HP:0003198', 'HP:0000093', 'HP:0000602', 'HP:0002572', 'HP:0002352', 'HP:0000407', 'HP:0001270', 'HP:0001290', 'HP:0001410', 'HP:0011975', 'HP:0002747', 'HP:0001508', 'HP:0003200', 'HP:0003128', 'HP:0003076', 'HP:0001716', 'HP:0001639', 'HP:0003109', 'HP:0001250', 'HP:0001994', 'HP:0002401', 'HP:0003688', 'HP:0001251', 'HP:0001249', 'HP:0008619', 'HP:0001263']"
TRNS2,"['HP:0000408', 'HP:0002076', 'HP:0000519', 'HP:0003737', 'HP:0100704', 'HP:0000819', 'HP:0001635', 'HP:0003828', 'HP:0001712', 'HP:0001269', 'HP:0001507', 'HP:0000726', 'HP:0012377', 'HP:0002069', 'HP:0000822', 'HP:0005162', 'HP:0003198', 'HP:0000602', 'HP:0001427', 'HP:0002572', 'HP:0003200', 'HP:0003128', 'HP:0001716', 'HP:0002401', 'HP:0008619', 'HP:0001298']"
TRNT,"['HP:0002322', 'HP:0002360', 'HP:0001337', 'HP:0003587', 'HP:0009069', 'HP:0002067', 'HP:0000726', 'HP:0100315', 'HP:0003676', 'HP:0003581', 'HP:0001300', 'HP:0007311', 'HP:0000738', 'HP:0000006', 'HP:0003198', 'HP:0001427', 'HP:0002063', 'HP:0011960', 'HP:0000012', 'HP:0001621', 'HP:0001332', 'HP:0012332', 'HP:0000298', 'HP:0002172', 'HP:0003745', 'HP:0002529', 'HP:0000716', 'HP:0003128', 'HP:0002019', 'HP:0031908', 'HP:0001260', 'HP:0002015', 'HP:0000751']"
TRNT1,"['HP:0001638', 'HP:0032323', 'HP:0000121', 'HP:0003355', 'HP:0000662', 'HP:0007722', 'HP:0002194', 'HP:0001510', 'HP:0004840', 'HP:0011463', 'HP:0000007', 'HP:0030609', 'HP:0100014', 'HP:0001903', 'HP:0000543', 'HP:0003623', 'HP:0000407', 'HP:0001290', 'HP:0001981', 'HP:0000510', 'HP:0001334', 'HP:0040303', 'HP:0002299', 'HP:0011273', 'HP:0003593', 'HP:0000545', 'HP:0003128', 'HP:0030529', 'HP:0025066', 'HP:0004445', 'HP:0000980', 'HP:0001250', 'HP:0001251', 'HP:0002059', 'HP:0001924', 'HP:0001744', 'HP:0002188', 'HP:0010976', 'HP:0001263', 'HP:0004313']"
TRNV,"['HP:0000408', 'HP:0002076', 'HP:0000519', 'HP:0003737', 'HP:0100704', 'HP:0000819', 'HP:0001635', 'HP:0003828', 'HP:0001712', 'HP:0001269', 'HP:0001507', 'HP:0000726', 'HP:0012377', 'HP:0002069', 'HP:0000822', 'HP:0005162', 'HP:0003198', 'HP:0000602', 'HP:0001427', 'HP:0002572', 'HP:0003200', 'HP:0003128', 'HP:0001716', 'HP:0002401', 'HP:0008619', 'HP:0001298']"
