g_id,hpo_ids
GSR,"['HP:0000518', 'HP:0004814', 'HP:0000007', 'HP:0002904']"
GSS,"['HP:0001345', 'HP:0001875', 'HP:0410132', 'HP:0003343', 'HP:0001996', 'HP:0000007', 'HP:0000580', 'HP:0001250', 'HP:0001285', 'HP:0001251', 'HP:0003258', 'HP:0001249', 'HP:0001260', 'HP:0001878', 'HP:0002080']"
GSX2,"['HP:0002134', 'HP:0001332', 'HP:0002540', 'HP:0002510', 'HP:0003577', 'HP:0000007', 'HP:0001344', 'HP:0040326', 'HP:0012695', 'HP:0011344', 'HP:0008872']"
GTF2E2,"['HP:0000639', 'HP:0001518', 'HP:0001761', 'HP:0000482', 'HP:0000007', 'HP:0000252', 'HP:0002673', 'HP:0001270', 'HP:0002342', 'HP:0002217', 'HP:0002299', 'HP:0002423', 'HP:0000958', 'HP:0008064', 'HP:0000565', 'HP:0008883', 'HP:0004322', 'HP:0002750', 'HP:0002136', 'HP:0045055', 'HP:0008619', 'HP:0004440']"
GTF2H5,"['HP:0000695', 'HP:0033134', 'HP:0003577', 'HP:0000670', 'HP:0000519', 'HP:0002719', 'HP:0012472', 'HP:0000656', 'HP:0009886', 'HP:0000992', 'HP:0000007', 'HP:0000601', 'HP:0008689', 'HP:0002021', 'HP:0001511', 'HP:0001875', 'HP:0001276', 'HP:0000568', 'HP:0002299', 'HP:0011968', 'HP:0001508', 'HP:0004322', 'HP:0000365', 'HP:0001888', 'HP:0000243', 'HP:0002245', 'HP:0045055', 'HP:0003261', 'HP:0000369', 'HP:0001249', 'HP:0002188', 'HP:0001263', 'HP:0007479']"
GTPBP2,"['HP:0000341', 'HP:0001347', 'HP:0001337', 'HP:0000648', 'HP:0001382', 'HP:0001762', 'HP:0000207', 'HP:0001188', 'HP:0003828', 'HP:0002808', 'HP:0000411', 'HP:0001274', 'HP:0001999', 'HP:0003196', 'HP:0001257', 'HP:0001310', 'HP:0000007', 'HP:0000252', 'HP:0002460', 'HP:0000505', 'HP:0001332', 'HP:0001290', 'HP:0000518', 'HP:0001387', 'HP:0002650', 'HP:0005280', 'HP:0001508', 'HP:0001266', 'HP:0003593', 'HP:0000545', 'HP:0001272', 'HP:0000164', 'HP:0002540', 'HP:0000653', 'HP:0045075', 'HP:0000369', 'HP:0001250', 'HP:0001249', 'HP:0002066', 'HP:0001263']"
GTPBP3,"['HP:0001263', 'HP:0003128', 'HP:0001290', 'HP:0001638', 'HP:0000007', 'HP:0011968', 'HP:0001250', 'HP:0001635', 'HP:0003828', 'HP:0002151', 'HP:0011675', 'HP:0000505', 'HP:0001511']"
GUCA1A,"['HP:0000613', 'HP:0007663', 'HP:0007401', 'HP:0000548', 'HP:0000529', 'HP:0000006']"
GUCA1B,"['HP:0000608', 'HP:0000505', 'HP:0000006', 'HP:0000510']"
GUCY1A1,"['HP:0002571', 'HP:0000802', 'HP:0000822', 'HP:0030880', 'HP:0000007', 'HP:0001250', 'HP:0002140', 'HP:0000965', 'HP:0003828', 'HP:0002015', 'HP:0001269']"
GUCY2C,"['HP:0004401', 'HP:0004388', 'HP:0002027', 'HP:0002014', 'HP:0000007', 'HP:0000006', 'HP:0100502']"
GUCY2D,"['HP:0007401', 'HP:0000639', 'HP:0000552', 'HP:0000580', 'HP:0000662', 'HP:0002240', 'HP:0000613', 'HP:0007994', 'HP:0001510', 'HP:0000548', 'HP:0011463', 'HP:0000007', 'HP:0003354', 'HP:0000618', 'HP:0000006', 'HP:0003296', 'HP:0000407', 'HP:0000518', 'HP:0007675', 'HP:0000563', 'HP:0001099', 'HP:0003593', 'HP:0030491', 'HP:0007663', 'HP:0001483', 'HP:0012426', 'HP:0000654', 'HP:0007843', 'HP:0001249', 'HP:0012047', 'HP:0003831']"
GUF1,"['HP:0200134', 'HP:0002120', 'HP:0001257', 'HP:0001336', 'HP:0000007', 'HP:0001250', 'HP:0002521', 'HP:0002187', 'HP:0001266']"
GUSB,"['HP:0004607', 'HP:0002465', 'HP:0001638', 'HP:0001840', 'HP:0001789', 'HP:0006536', 'HP:0001762', 'HP:0008897', 'HP:0025372', 'HP:0000926', 'HP:0002808', 'HP:0008430', 'HP:0002240', 'HP:0000613', 'HP:0007957', 'HP:0002180', 'HP:0000007', 'HP:0003311', 'HP:0001007', 'HP:0000238', 'HP:0001654', 'HP:0000470', 'HP:0002857', 'HP:0008807', 'HP:0000505', 'HP:0002159', 'HP:0000574', 'HP:0000768', 'HP:0011461', 'HP:0000407', 'HP:0000212', 'HP:0006119', 'HP:0002870', 'HP:0001387', 'HP:0000256', 'HP:0002788', 'HP:0002650', 'HP:0005619', 'HP:0000687', 'HP:0000158', 'HP:0000280', 'HP:0004322', 'HP:0008301', 'HP:0001371', 'HP:0003593', 'HP:0003375', 'HP:0004469', 'HP:0000943', 'HP:0000365', 'HP:0001537', 'HP:0001744', 'HP:0001249', 'HP:0000403', 'HP:0002680', 'HP:0002208']"
GYG1,"['HP:0003325', 'HP:0003202', 'HP:0002460', 'HP:0000007', 'HP:0001324', 'HP:0004308', 'HP:0003677', 'HP:0011712', 'HP:0003828', 'HP:0002355']"
GYS1,"['HP:0002069', 'HP:0031295', 'HP:0001638', 'HP:0012270', 'HP:0000007', 'HP:0003546', 'HP:0001712', 'HP:0001297']"
GYS2,"['HP:0001946', 'HP:0000007', 'HP:0001998', 'HP:0001250', 'HP:0011998', 'HP:0002151', 'HP:0003162']"
GZF1,"['HP:0002091', 'HP:0000520', 'HP:0000768', 'HP:0000612', 'HP:0000541', 'HP:0000938', 'HP:0000007', 'HP:0001762', 'HP:0000501', 'HP:0000470', 'HP:0011003', 'HP:0002751', 'HP:0004322', 'HP:0000365', 'HP:0000567']"
H1-4,"['HP:0005616', 'HP:0000486', 'HP:0003764', 'HP:0001276', 'HP:0001249', 'HP:0001762', 'HP:0000483', 'HP:0000256', 'HP:0000646', 'HP:0000293', 'HP:0000006', 'HP:0000506', 'HP:0001319', 'HP:0002751', 'HP:0001263', 'HP:0012385']"
H19,"['HP:0001425', 'HP:0001428', 'HP:0002667', 'HP:0000006']"
H19-ICR,"['HP:0000150', 'HP:0001638', 'HP:0000121', 'HP:0000787', 'HP:0003247', 'HP:0000270', 'HP:0010481', 'HP:0001540', 'HP:0001518', 'HP:0001305', 'HP:0001402', 'HP:0002240', 'HP:0001052', 'HP:0000325', 'HP:0000520', 'HP:0000592', 'HP:0004220', 'HP:0002007', 'HP:0000105', 'HP:0008186', 'HP:0000069', 'HP:0000006', 'HP:0006744', 'HP:0030062', 'HP:0011800', 'HP:0100617', 'HP:0001511', 'HP:0001263', 'HP:0000239', 'HP:0001159', 'HP:0001626', 'HP:0008523', 'HP:0004227', 'HP:0006277', 'HP:0005461', 'HP:0001528', 'HP:0001760', 'HP:0001640', 'HP:0001548', 'HP:0003745', 'HP:0000347', 'HP:0000076', 'HP:0000158', 'HP:0000280', 'HP:0001428', 'HP:0005616', 'HP:0000803', 'HP:0001539', 'HP:0004209', 'HP:0002714', 'HP:0002884', 'HP:0000047', 'HP:0002750', 'HP:0001998', 'HP:0005487', 'HP:0000824', 'HP:0002667', 'HP:0000957', 'HP:0003162', 'HP:0000269', 'HP:0010957', 'HP:0032165', 'HP:0000028']"
H6PD,"['HP:0001513', 'HP:0001061', 'HP:0000826', 'HP:0000007', 'HP:0001007', 'HP:0000876', 'HP:0000789']"
HAAO,"['HP:0001631', 'HP:0004383', 'HP:0001718', 'HP:0000007', 'HP:0000252', 'HP:0008755', 'HP:0005950', 'HP:0002144', 'HP:0000407', 'HP:0001883', 'HP:0000076', 'HP:0010305', 'HP:0004322', 'HP:0010301', 'HP:0000089', 'HP:0004590', 'HP:0001650', 'HP:0001249', 'HP:0003316', 'HP:0001263', 'HP:0000193']"
HABP2,"['HP:0002625', 'HP:0005305', 'HP:0011463', 'HP:0001907', 'HP:0002204', 'HP:0000006', 'HP:0004419', 'HP:0040198']"
HACE1,"['HP:0002061', 'HP:0002827', 'HP:0001762', 'HP:0002808', 'HP:0002938', 'HP:0000007', 'HP:0000252', 'HP:0001252', 'HP:0001249', 'HP:0000486', 'HP:0000407', 'HP:0001332', 'HP:0001290', 'HP:0000556', 'HP:0002079', 'HP:0002650', 'HP:0002515', 'HP:0004322', 'HP:0001513', 'HP:0012448', 'HP:0002540', 'HP:0002376', 'HP:0001250', 'HP:0002136', 'HP:0002059', 'HP:0001251', 'HP:0000545', 'HP:0001263', 'HP:0002123']"
HADH,"['HP:0002173', 'HP:0001425', 'HP:0001325', 'HP:0006929', 'HP:0002605', 'HP:0000825', 'HP:0003215', 'HP:0100950', 'HP:0008872', 'HP:0001510', 'HP:0000007', 'HP:0002913', 'HP:0001644', 'HP:0001985', 'HP:0001397', 'HP:0001290', 'HP:0004448', 'HP:0001639', 'HP:0001249']"
HADHA,"['HP:0001638', 'HP:0001789', 'HP:0000580', 'HP:0001518', 'HP:0001635', 'HP:0002878', 'HP:0011675', 'HP:0031956', 'HP:0002240', 'HP:0100950', 'HP:0003201', 'HP:0002686', 'HP:0000007', 'HP:0003394', 'HP:0001284', 'HP:0001252', 'HP:0003198', 'HP:0002913', 'HP:0009830', 'HP:0001644', 'HP:0001985', 'HP:0003623', 'HP:0001263', 'HP:0045045', 'HP:0001254', 'HP:0001987', 'HP:0002910', 'HP:0002093', 'HP:0011968', 'HP:0001508', 'HP:0003593', 'HP:0003128', 'HP:0001560', 'HP:0003326', 'HP:0001396', 'HP:0003324', 'HP:0001943', 'HP:0003236', 'HP:0001699']"
HADHB,"['HP:0001789', 'HP:0000580', 'HP:0001518', 'HP:0001635', 'HP:0002878', 'HP:0011675', 'HP:0031956', 'HP:0003201', 'HP:0002686', 'HP:0000007', 'HP:0003394', 'HP:0001284', 'HP:0001252', 'HP:0003198', 'HP:0002913', 'HP:0009830', 'HP:0001644', 'HP:0001985', 'HP:0003623', 'HP:0001263', 'HP:0045045', 'HP:0001254', 'HP:0001987', 'HP:0002910', 'HP:0002093', 'HP:0011968', 'HP:0001508', 'HP:0003593', 'HP:0003128', 'HP:0001560', 'HP:0003326', 'HP:0001396', 'HP:0003324', 'HP:0003236']"
HAMP,"['HP:0001395', 'HP:0001638', 'HP:0001394', 'HP:0000869', 'HP:0012463', 'HP:0000007', 'HP:0000135', 'HP:0002910', 'HP:0003452', 'HP:0001635', 'HP:0001903', 'HP:0001744', 'HP:0002240', 'HP:0000953', 'HP:0011462', 'HP:0003281']"
HARS1,"['HP:0002936', 'HP:0003376', 'HP:0003828', 'HP:0001761', 'HP:0000613', 'HP:0002194', 'HP:0002078', 'HP:0000666', 'HP:0000007', 'HP:0000006', 'HP:0007083', 'HP:0002460', 'HP:0009830', 'HP:0000543', 'HP:0000505', 'HP:0003693', 'HP:0000365', 'HP:0003438', 'HP:0001765']"
HARS2,"['HP:0000141', 'HP:0010464', 'HP:0000407', 'HP:0000007']"
HAVCR2,"['HP:0000282', 'HP:0000007', 'HP:0001945', 'HP:0011900', 'HP:0002960', 'HP:0012490', 'HP:0012156', 'HP:0001903', 'HP:0003828', 'HP:0001744', 'HP:0001876', 'HP:0002155', 'HP:0003281']"
HAX1,"['HP:0001875', 'HP:0000407', 'HP:0002312', 'HP:0011463', 'HP:0002495', 'HP:0000007', 'HP:0002863', 'HP:0001250', 'HP:0002718', 'HP:0001249', 'HP:0000405', 'HP:0001263', 'HP:0006721', 'HP:0003593']"
HBA1,"['HP:0001930', 'HP:0005511', 'HP:0020082', 'HP:0001901', 'HP:0000961', 'HP:0004840', 'HP:0011907', 'HP:0003577', 'HP:0012119', 'HP:0000006', 'HP:0001744', 'HP:0011903', 'HP:0002240', 'HP:0001878', 'HP:0001899']"
HBA2,"['HP:0001930', 'HP:0005511', 'HP:0020082', 'HP:0001901', 'HP:0004840', 'HP:0011907', 'HP:0000006', 'HP:0001744', 'HP:0011903', 'HP:0002240', 'HP:0001878', 'HP:0001899']"
HBB,"['HP:0001930', 'HP:0020082', 'HP:0045048', 'HP:0011907', 'HP:0025547', 'HP:0000952', 'HP:0000790', 'HP:0000083', 'HP:0002240', 'HP:0001900', 'HP:0011904', 'HP:0000822', 'HP:0000961', 'HP:0001935', 'HP:0004840', 'HP:0008346', 'HP:0000007', 'HP:0000006', 'HP:0001974', 'HP:0200023', 'HP:0011906', 'HP:0005511', 'HP:0001081', 'HP:0002027', 'HP:0001640', 'HP:0012119', 'HP:0002718', 'HP:0000488', 'HP:0001878', 'HP:0001899', 'HP:0020080', 'HP:0001744', 'HP:0012418', 'HP:0001297']"
HBB-LCR,"['HP:0004840', 'HP:0011906']"
HBG1,"['HP:0011904', 'HP:0000006']"
HBG2,"['HP:0000961', 'HP:0003577', 'HP:0000952', 'HP:0001903', 'HP:0012119', 'HP:0000006', 'HP:0001923', 'HP:0002240', 'HP:0011904']"
HCCS,"['HP:0000776', 'HP:0001631', 'HP:0000013', 'HP:0006887', 'HP:0000580', 'HP:0030048', 'HP:0005152', 'HP:0011675', 'HP:0001331', 'HP:0002623', 'HP:0001274', 'HP:0001423', 'HP:0007398', 'HP:0000238', 'HP:0000647', 'HP:0000252', 'HP:0000041', 'HP:0001545', 'HP:0000612', 'HP:0000518', 'HP:0012861', 'HP:0000568', 'HP:0001629', 'HP:0008665', 'HP:0004322', 'HP:0000365', 'HP:0000047', 'HP:0000054', 'HP:0001250', 'HP:0001939', 'HP:0002023']"
HCFC1,"['HP:0002305', 'HP:0002912', 'HP:0001290', 'HP:0000248', 'HP:0001250', 'HP:0002072', 'HP:0000252', 'HP:0002521', 'HP:0012120', 'HP:0002156', 'HP:0001419', 'HP:0001508', 'HP:0004322', 'HP:0001249', 'HP:0003593']"
HCN1,"['HP:0200134', 'HP:0000729', 'HP:0002373', 'HP:0000708', 'HP:0001250', 'HP:0000750', 'HP:0000252', 'HP:0003829', 'HP:0001251', 'HP:0000006', 'HP:0001249', 'HP:0001263', 'HP:0002121']"
HCN2,"['HP:0002069', 'HP:0002373', 'HP:0001425', 'HP:0000006', 'HP:0010818', 'HP:0010819', 'HP:0003593']"
HCN4,"['HP:0003577', 'HP:0004756', 'HP:0001695', 'HP:0005110', 'HP:0001712', 'HP:0011712', 'HP:0030682', 'HP:0001688', 'HP:0012251', 'HP:0001634', 'HP:0001662', 'HP:0000006', 'HP:0001659', 'HP:0001256', 'HP:0011704', 'HP:0001663', 'HP:0003593', 'HP:0032794', 'HP:0000750']"
HCRT,"['HP:0002330', 'HP:0001425', 'HP:0001262', 'HP:0006896', 'HP:0002524', 'HP:0000006', 'HP:0030050', 'HP:0002494', 'HP:0002519']"
HDAC4,"['HP:0000311', 'HP:0003577', 'HP:0007021', 'HP:0000581', 'HP:0002553', 'HP:0000445', 'HP:0011675', 'HP:0000272', 'HP:0001831', 'HP:0000490', 'HP:0045025', 'HP:0000248', 'HP:0009803', 'HP:0000964', 'HP:0000006', 'HP:0011800', 'HP:0000407', 'HP:0000283', 'HP:0005280', 'HP:0004322', 'HP:0000280', 'HP:0001428', 'HP:0001265', 'HP:0001513', 'HP:0010049', 'HP:0000718', 'HP:0001682', 'HP:0100716', 'HP:0010743', 'HP:0000752', 'HP:0001250', 'HP:0001249', 'HP:0000455', 'HP:0001263']"
HDAC6,"['HP:0006208', 'HP:0000926', 'HP:0002007', 'HP:0003196', 'HP:0006028', 'HP:0001423', 'HP:0000238', 'HP:0000457', 'HP:0001256', 'HP:0001511', 'HP:0002866', 'HP:0000568', 'HP:0000256', 'HP:0006402', 'HP:0000883', 'HP:0000878', 'HP:0000369', 'HP:0004331', 'HP:0012789', 'HP:0008905']"
HDAC8,"['HP:0000294', 'HP:0000508', 'HP:0000218', 'HP:0001770', 'HP:0000175', 'HP:0008897', 'HP:0002553', 'HP:0000965', 'HP:0001773', 'HP:0003828', 'HP:0000343', 'HP:0002020', 'HP:0000490', 'HP:0008872', 'HP:0000248', 'HP:0001423', 'HP:0001007', 'HP:0001417', 'HP:0000252', 'HP:0000135', 'HP:0000470', 'HP:0000426', 'HP:0003764', 'HP:0001377', 'HP:0001249', 'HP:0000278', 'HP:0001956', 'HP:0000527', 'HP:0009623', 'HP:0001290', 'HP:0000463', 'HP:0000687', 'HP:0005280', 'HP:0000347', 'HP:0004322', 'HP:0040082', 'HP:0002119', 'HP:0000365', 'HP:0004209', 'HP:0000316', 'HP:0002714', 'HP:0000664', 'HP:0000054', 'HP:0000233', 'HP:0001250', 'HP:0000506', 'HP:0000545', 'HP:0000455', 'HP:0200055', 'HP:0008734', 'HP:0001263', 'HP:0000028']"
HDC,"['HP:0000718', 'HP:0002360', 'HP:0100035', 'HP:0000742', 'HP:0000722', 'HP:0000006', 'HP:0010529', 'HP:0100034', 'HP:0007018']"
HECW2,"['HP:0000639', 'HP:0000729', 'HP:0000508', 'HP:0000154', 'HP:0100704', 'HP:0000286', 'HP:0000490', 'HP:0001999', 'HP:0002353', 'HP:0002705', 'HP:0000006', 'HP:0000179', 'HP:0011800', 'HP:0031936', 'HP:0000574', 'HP:0000486', 'HP:0001290', 'HP:0000400', 'HP:0000414', 'HP:0000463', 'HP:0005280', 'HP:0040288', 'HP:0002119', 'HP:0100716', 'HP:0000938', 'HP:0045075', 'HP:0001250', 'HP:0011220', 'HP:0002059', 'HP:0000506', 'HP:0001249', 'HP:0001263', 'HP:0100023']"
HELLS,"['HP:0001270', 'HP:0000316', 'HP:0004432', 'HP:0003577', 'HP:0000007', 'HP:0002719', 'HP:0005280', 'HP:0001249', 'HP:0000286', 'HP:0001263', 'HP:0004313']"
HEPACAM,"['HP:0007204', 'HP:0007341', 'HP:0001257', 'HP:0000007', 'HP:0006943', 'HP:0000006', 'HP:0001256', 'HP:0002312', 'HP:0001270', 'HP:0001290', 'HP:0000256', 'HP:0003677', 'HP:0002344', 'HP:0002119', 'HP:0003593', 'HP:0001272', 'HP:0001250', 'HP:0001355', 'HP:0001251', 'HP:0002059', 'HP:0001249', 'HP:0001260']"
HEPHL1,"['HP:0001653', 'HP:0002465', 'HP:0001382', 'HP:0001596', 'HP:0025267', 'HP:0003102', 'HP:0001808', 'HP:0011918', 'HP:0001688', 'HP:0012378', 'HP:0009886', 'HP:0004428', 'HP:0001357', 'HP:0004691', 'HP:0000007', 'HP:0001792', 'HP:0001864', 'HP:0005338', 'HP:0000691', 'HP:0004689', 'HP:0005180', 'HP:0001263', 'HP:0003777', 'HP:0000403', 'HP:0000718', 'HP:0002376', 'HP:0032152', 'HP:0012514', 'HP:0004704', 'HP:0001260', 'HP:0001954', 'HP:0100710']"
HERC1,"['HP:0002120', 'HP:0000358', 'HP:0000218', 'HP:0003577', 'HP:0001833', 'HP:0002808', 'HP:0000272', 'HP:0000303', 'HP:0000325', 'HP:0000520', 'HP:0002007', 'HP:0000007', 'HP:0000472', 'HP:0000238', 'HP:0001388', 'HP:0001763', 'HP:0000098', 'HP:0000426', 'HP:0000400', 'HP:0001290', 'HP:0000582', 'HP:0000494', 'HP:0002650', 'HP:0000256', 'HP:0001344', 'HP:0003307', 'HP:0002119', 'HP:0001176', 'HP:0001272', 'HP:0001166', 'HP:0000316', 'HP:0000369', 'HP:0001250', 'HP:0045075', 'HP:0011220', 'HP:0001355', 'HP:0007074', 'HP:0001249', 'HP:0002066', 'HP:0001263', 'HP:0000276']"
HERC2,"['HP:0000635', 'HP:0007513', 'HP:0002033', 'HP:0002317', 'HP:0001319', 'HP:0000540', 'HP:0001852', 'HP:0031936', 'HP:0001558', 'HP:0000268', 'HP:0000486', 'HP:0001270', 'HP:0001328', 'HP:0005599', 'HP:0000060', 'HP:0007015', 'HP:0003745', 'HP:0000189', 'HP:0000219', 'HP:0000718', 'HP:0004279', 'HP:0007328', 'HP:0000938', 'HP:0000054', 'HP:0000939', 'HP:0001249', 'HP:0001263', 'HP:0000303', 'HP:0007874', 'HP:0002236', 'HP:0002373', 'HP:0001357', 'HP:0000742', 'HP:0000006', 'HP:0001290', 'HP:0000846', 'HP:0002650', 'HP:0003199', 'HP:0000842', 'HP:0004322', 'HP:0007018', 'HP:0000046', 'HP:0100716', 'HP:0002714', 'HP:0000752', 'HP:0001250', 'HP:0000750', 'HP:0000545', 'HP:0000789', 'HP:0200055', 'HP:0000824', 'HP:0004283', 'HP:0000729', 'HP:0000786', 'HP:0005968', 'HP:0000717', 'HP:0000064', 'HP:0001773', 'HP:0001531', 'HP:0002808', 'HP:0000446', 'HP:0010529', 'HP:0000992', 'HP:0000876', 'HP:0030084', 'HP:0000582', 'HP:0002791', 'HP:0010535', 'HP:0000565', 'HP:0005978', 'HP:0002119', 'HP:0000044', 'HP:0002205', 'HP:0001611', 'HP:0001385', 'HP:0007010', 'HP:0000028', 'HP:0100023', 'HP:0000341', 'HP:0002591', 'HP:0007730', 'HP:0000670', 'HP:0012743', 'HP:0000826', 'HP:0000007', 'HP:0031987', 'HP:0002857', 'HP:0000823', 'HP:0000709', 'HP:0009466', 'HP:0003593', 'HP:0031878', 'HP:0001159']"
HES7,"['HP:0002091', 'HP:0000902', 'HP:0002475', 'HP:0003305', 'HP:0000921', 'HP:0030323', 'HP:0010306', 'HP:0001696', 'HP:0000007', 'HP:0003310', 'HP:0004322', 'HP:0003298', 'HP:0002937']"
HESX1,"['HP:0001263', 'HP:0001274', 'HP:0010627', 'HP:0007766', 'HP:0009381', 'HP:0000873', 'HP:0000007', 'HP:0025356', 'HP:0000609', 'HP:0010442', 'HP:0000006', 'HP:0001331', 'HP:0004322', 'HP:0000824']"
HEXA,"['HP:0002361', 'HP:0002835', 'HP:0001290', 'HP:0000741', 'HP:0001276', 'HP:0002421', 'HP:0000007', 'HP:0000980', 'HP:0003495', 'HP:0001250', 'HP:0002267', 'HP:0000618', 'HP:0010729', 'HP:0000726', 'HP:0003593']"
HEXB,"['HP:0001347', 'HP:0003202', 'HP:0002267', 'HP:0010729', 'HP:0002240', 'HP:0002069', 'HP:0001257', 'HP:0010829', 'HP:0000007', 'HP:0000618', 'HP:0001324', 'HP:0001252', 'HP:0002493', 'HP:0003429', 'HP:0001640', 'HP:0000256', 'HP:0000966', 'HP:0000280', 'HP:0000158', 'HP:0003593', 'HP:0000802', 'HP:0033978', 'HP:0000020', 'HP:0032794', 'HP:0003819', 'HP:0002376', 'HP:0002028', 'HP:0007272', 'HP:0001278', 'HP:0002574', 'HP:0000975', 'HP:0004343', 'HP:0001251', 'HP:0001433', 'HP:0001260', 'HP:0002380']"
HFE,"['HP:0001638', 'HP:0005586', 'HP:0001425', 'HP:0100324', 'HP:0001030', 'HP:0001596', 'HP:0000819', 'HP:0001635', 'HP:0001402', 'HP:0011675', 'HP:0002240', 'HP:0000726', 'HP:0000992', 'HP:0001300', 'HP:0003470', 'HP:0002202', 'HP:0000007', 'HP:0000029', 'HP:0000027', 'HP:0002185', 'HP:0002013', 'HP:0000006', 'HP:0003452', 'HP:0009830', 'HP:0001541', 'HP:0000953', 'HP:0410054', 'HP:0002219', 'HP:0002027', 'HP:0002423', 'HP:0001649', 'HP:0000709', 'HP:0000141', 'HP:0001640', 'HP:0002511', 'HP:0001952', 'HP:0000802', 'HP:0003040', 'HP:0001394', 'HP:0002019', 'HP:0000044', 'HP:0010473', 'HP:0001009', 'HP:0001744', 'HP:0000939', 'HP:0001806', 'HP:0002910', 'HP:0003281']"
HFM1,"['HP:0000141', 'HP:0000837', 'HP:0000007', 'HP:0008209']"
HGD,"['HP:0007832', 'HP:0004380', 'HP:0004942', 'HP:0000787', 'HP:0030764', 'HP:0033704', 'HP:0002808', 'HP:0008419', 'HP:0001507', 'HP:0003581', 'HP:0000007', 'HP:0033666', 'HP:0001369', 'HP:0012213', 'HP:0006467', 'HP:0003593', 'HP:0010501', 'HP:0003040', 'HP:0004382', 'HP:0001717', 'HP:0002948', 'HP:0008800', 'HP:0003419', 'HP:0004690', 'HP:0002829']"
HGF,"['HP:0000399', 'HP:0000007']"
HGSNAT,"['HP:0000250', 'HP:0002360', 'HP:0002014', 'HP:0000662', 'HP:0001670', 'HP:0003828', 'HP:0002240', 'HP:0002333', 'HP:0001507', 'HP:0100790', 'HP:0000007', 'HP:0001007', 'HP:0003653', 'HP:0001133', 'HP:0002371', 'HP:0002751', 'HP:0003309', 'HP:0000268', 'HP:0002159', 'HP:0001270', 'HP:0000510', 'HP:0001387', 'HP:0002788', 'HP:0000280', 'HP:0000900', 'HP:0000365', 'HP:0000232', 'HP:0000943', 'HP:0000664', 'HP:0000752', 'HP:0000980', 'HP:0001105', 'HP:0001250', 'HP:0001744', 'HP:0001249', 'HP:0002015', 'HP:0002208']"
HHAT,"['HP:0003510', 'HP:0000037', 'HP:0001591', 'HP:0005621', 'HP:0003236', 'HP:0001156', 'HP:0002069', 'HP:0025681', 'HP:0009803', 'HP:0000007', 'HP:0003394', 'HP:0000252', 'HP:0001252', 'HP:0000774', 'HP:0033725', 'HP:0001320', 'HP:0007676', 'HP:0000582', 'HP:0002983', 'HP:0002164', 'HP:0010049', 'HP:0000588', 'HP:0001260', 'HP:0007359']"
HIBCH,"['HP:0000639', 'HP:0001636', 'HP:0003355', 'HP:0000286', 'HP:0000925', 'HP:0001274', 'HP:0001999', 'HP:0001310', 'HP:0000007', 'HP:0001332', 'HP:0000486', 'HP:0001290', 'HP:0003468', 'HP:0011968', 'HP:0003593', 'HP:0002376', 'HP:0001336', 'HP:0001250', 'HP:0001263']"
HIKESHI,"['HP:0002518', 'HP:0012448', 'HP:0000639', 'HP:0001290', 'HP:0002415', 'HP:0001257', 'HP:0000648', 'HP:0001371', 'HP:0000007', 'HP:0000505', 'HP:0001344', 'HP:0001251', 'HP:0011968', 'HP:0001508', 'HP:0002169', 'HP:0001263', 'HP:0003593']"
HINT1,"['HP:0003390', 'HP:0003676', 'HP:0002936', 'HP:0003202', 'HP:0003552', 'HP:0002486', 'HP:0001760', 'HP:0003394', 'HP:0002411', 'HP:0000007', 'HP:0000975', 'HP:0009027', 'HP:0002380', 'HP:0003236']"
HIVEP2,"['HP:0000729', 'HP:0000160', 'HP:0000431', 'HP:0002020', 'HP:0001999', 'HP:0000739', 'HP:0000252', 'HP:0000006', 'HP:0000426', 'HP:0001290', 'HP:0001182', 'HP:0100710', 'HP:0002079', 'HP:0001344', 'HP:0011968', 'HP:0003593', 'HP:0002019', 'HP:0000752', 'HP:0001250', 'HP:0002059', 'HP:0001249', 'HP:0001263']"
HJV,"['HP:0001638', 'HP:0001394', 'HP:0001254', 'HP:0000044', 'HP:0000007', 'HP:0000027', 'HP:0000141', 'HP:0001369', 'HP:0003452', 'HP:0001744', 'HP:0011675', 'HP:0000789', 'HP:0001635', 'HP:0002240', 'HP:0001644', 'HP:0000953', 'HP:0011462', 'HP:0003281']"
