g_id,omim_id,hpo_ids
SLC39A4,OMIM:201100,"['HP:0040171', 'HP:0000958', 'HP:0008734', 'HP:0002240', 'HP:0004396', 'HP:0003593', 'HP:0004322', 'HP:0001254', 'HP:0005435', 'HP:0000737', 'HP:0001818', 'HP:0001251', 'HP:0033195', 'HP:0031831', 'HP:0011463', 'HP:0033194', 'HP:0002014', 'HP:0000712', 'HP:0001508', 'HP:0003282', 'HP:0001337', 'HP:0001744', 'HP:0002293', 'HP:0005401', 'HP:0000007', 'HP:0000224', 'HP:0000135']"
SLC39A5,OMIM:615946,"['HP:0000545', 'HP:0000006']"
SLC39A7,OMIM:619693,"['HP:0000407', 'HP:0000007', 'HP:0001873', 'HP:0030252', 'HP:0001051', 'HP:0003623', 'HP:0003593', 'HP:0011463', 'HP:0001508', 'HP:0002718', 'HP:0000976', 'HP:0004432']"
SLC39A8,OMIM:616721,"['HP:0001363', 'HP:0004322', 'HP:0002719', 'HP:0000483', 'HP:0001250', 'HP:0001290', 'HP:0002187', 'HP:0000639', 'HP:0000938', 'HP:0003577', 'HP:0002059', 'HP:0000007', 'HP:0001382', 'HP:0001263', 'HP:0002540', 'HP:0000486', 'HP:0000365', 'HP:0001272']"
SLC3A1,OMIM:220100,"['HP:0000083', 'HP:0000007', 'HP:0000010', 'HP:0000787', 'HP:0003828', 'HP:0003268', 'HP:0003131', 'HP:0003532', 'HP:0000707', 'HP:0000006', 'HP:0003297']"
SLC40A1,OMIM:606069,"['HP:0001638', 'HP:0003281', 'HP:0011675', 'HP:0000006', 'HP:0000819', 'HP:0000518', 'HP:0001397', 'HP:0001903', 'HP:0002240', 'HP:0012463', 'HP:0040270', 'HP:0000802', 'HP:0001394', 'HP:0012378', 'HP:0002829', 'HP:0001952', 'HP:0002758', 'HP:0000953']"
SLC41A1,OMIM:619468,"['HP:0032417', 'HP:0000103', 'HP:0001959', 'HP:0032622', 'HP:0002113', 'HP:0000007', 'HP:0002205', 'HP:0002110', 'HP:0003774', 'HP:0012735', 'HP:0001954', 'HP:0003593', 'HP:0003259']"
SLC44A1,OMIM:618868,"['HP:0002169', 'HP:0001332', 'HP:0003487', 'HP:0002607', 'HP:0000514', 'HP:0002073', 'HP:0001272', 'HP:0001260', 'HP:0002353', 'HP:0002373', 'HP:0001268', 'HP:0000007', 'HP:0002015', 'HP:0000020', 'HP:0006579', 'HP:0033049', 'HP:0000750', 'HP:0033048', 'HP:0000486', 'HP:0000648']"
SLC44A4,OMIM:617606,"['HP:0000006', 'HP:0000360', 'HP:0000407', 'HP:0003676']"
SLC45A1,OMIM:617532,"['HP:0002342', 'HP:0001250', 'HP:0001263', 'HP:0002553', 'HP:0000233', 'HP:0000325', 'HP:0005280', 'HP:0008770', 'HP:0000319', 'HP:0000316', 'HP:0000007', 'HP:0000739', 'HP:0001290', 'HP:0000494']"
SLC45A2,OMIM:606574,"['HP:0001022', 'HP:0001104', 'HP:0000505', 'HP:0000639', 'HP:0000007', 'HP:0007894', 'HP:0000635']"
SLC46A1,OMIM:229050,"['HP:0002719', 'HP:0002719', 'HP:0000155', 'HP:0002014', 'HP:0001875', 'HP:0000007', 'HP:0000737', 'HP:0001251', 'HP:0009830', 'HP:0001249', 'HP:0008872', 'HP:0001263', 'HP:0001290', 'HP:0001882', 'HP:0002305', 'HP:0100660', 'HP:0003593', 'HP:0001873', 'HP:0004851', 'HP:0001250', 'HP:0001508', 'HP:0002024', 'HP:0002135', 'HP:0001252']"
SLC4A1,OMIM:166900,"['HP:0000006', 'HP:0001878', 'HP:0004445']"
SLC4A1,OMIM:179800,"['HP:0001324', 'HP:0002901', 'HP:0031033', 'HP:0003259', 'HP:0002749', 'HP:0000787', 'HP:0002900', 'HP:0008341', 'HP:0002756', 'HP:0000006', 'HP:0000121', 'HP:0003621']"
SLC4A1,OMIM:185020,"['HP:0001939', 'HP:0004446', 'HP:0001923', 'HP:0001744', 'HP:0001878', 'HP:0000006']"
SLC4A1,OMIM:611590,"['HP:0030036', 'HP:0025066', 'HP:0002039', 'HP:0002900', 'HP:0008341', 'HP:0001254', 'HP:0001878', 'HP:0004918', 'HP:0001508', 'HP:0002748', 'HP:0000121', 'HP:0000007', 'HP:0000980', 'HP:0001433', 'HP:0001923', 'HP:0004322']"
SLC4A1,OMIM:612653,"['HP:0001923', 'HP:0004444', 'HP:0000952', 'HP:0005502', 'HP:0000006', 'HP:0001744', 'HP:0001878', 'HP:0002904']"
SLC4A11,OMIM:217400,"['HP:0410280', 'HP:0011462', 'HP:0007663', 'HP:0007759', 'HP:0000007', 'HP:0000407', 'HP:0001131']"
SLC4A11,OMIM:217700,"['HP:0011487', 'HP:0011490', 'HP:0000007', 'HP:0008005', 'HP:0007759']"
SLC4A11,OMIM:613268,"['HP:0000006', 'HP:0000505', 'HP:0001131', 'HP:0012038']"
SLC4A4,OMIM:604278,"['HP:0000518', 'HP:0002514', 'HP:0011463', 'HP:0002049', 'HP:4000010', 'HP:0005546', 'HP:0410288', 'HP:0001249', 'HP:0004322', 'HP:0025708', 'HP:0002900', 'HP:0000501', 'HP:0000007', 'HP:0000585', 'HP:0004910', 'HP:0032066', 'HP:0001995']"
SLC51A,OMIM:619484,"['HP:0001406', 'HP:0001508', 'HP:0002028', 'HP:0000007', 'HP:0002908', 'HP:0002910', 'HP:0003593', 'HP:0001405', 'HP:0030948', 'HP:0000978', 'HP:0003155', 'HP:0011888']"
SLC51B,OMIM:619481,"['HP:0003623', 'HP:0100513', 'HP:0100512', 'HP:0004905', 'HP:0006579', 'HP:0025321', 'HP:0031956', 'HP:0031964', 'HP:0030948', 'HP:0002028', 'HP:0001405', 'HP:0002570', 'HP:0000007', 'HP:0034048']"
SLC52A1,OMIM:615026,"['HP:0001254', 'HP:0001943', 'HP:0001252', 'HP:0002033', 'HP:0002045', 'HP:0001942', 'HP:0003215', 'HP:0000006', 'HP:0003128', 'HP:0045045', 'HP:0100504']"
SLC52A2,OMIM:614707,"['HP:0000467', 'HP:0001171', 'HP:0001992', 'HP:0010628', 'HP:0003676', 'HP:0002093', 'HP:0000639', 'HP:0000407', 'HP:0001290', 'HP:0002015', 'HP:0000007', 'HP:0002375', 'HP:0001284', 'HP:0000648', 'HP:0003700', 'HP:0003690', 'HP:0001308', 'HP:0000718', 'HP:0002751', 'HP:0001251', 'HP:0000572', 'HP:0003828', 'HP:0007141', 'HP:0001283', 'HP:0002312']"
SLC52A3,OMIM:211500,"['HP:0001349', 'HP:0005951', 'HP:0009113', 'HP:0002015', 'HP:0007034', 'HP:0000007', 'HP:0000508', 'HP:0001283']"
SLC52A3,OMIM:211530,"['HP:0001308', 'HP:0001605', 'HP:0011449', 'HP:0001621', 'HP:0000007', 'HP:0011448', 'HP:0009130', 'HP:0003701', 'HP:0010307', 'HP:0002058', 'HP:0010628', 'HP:0012473', 'HP:0002808', 'HP:0001251', 'HP:0002205', 'HP:0002093', 'HP:0002650', 'HP:0001283', 'HP:0001252', 'HP:0001317', 'HP:0003621', 'HP:0002312', 'HP:0000508', 'HP:0009113', 'HP:0000407', 'HP:0000467', 'HP:0009830', 'HP:0007097', 'HP:0000544', 'HP:0002015', 'HP:0003676', 'HP:0002098', 'HP:0002877']"
SLC5A1,OMIM:606824,"['HP:0001986', 'HP:0001942', 'HP:0002028', 'HP:0001508', 'HP:0030143', 'HP:0002024', 'HP:0000007', 'HP:0004924', 'HP:0003270', 'HP:0003076']"
SLC5A2,OMIM:233100,"['HP:0002591', 'HP:0003076', 'HP:0000007', 'HP:0000006', 'HP:0003828', 'HP:0001959', 'HP:0000103', 'HP:0010677']"
SLC5A5,OMIM:274400,"['HP:0000007', 'HP:0000853', 'HP:0001254', 'HP:0002019', 'HP:0000158', 'HP:0000821', 'HP:0001249', 'HP:0001510', 'HP:0001537', 'HP:0000958']"
SLC5A6,OMIM:618973,"['HP:0001257', 'HP:0001272', 'HP:0002572', 'HP:0004315', 'HP:0100759', 'HP:0000639', 'HP:0001250', 'HP:0000007', 'HP:0009830', 'HP:0012110', 'HP:0002079', 'HP:0002126', 'HP:0002059', 'HP:0011471', 'HP:0003593', 'HP:0000252', 'HP:0002280', 'HP:0002421', 'HP:0001263']"
SLC5A7,OMIM:158580,"['HP:0003677', 'HP:0009830', 'HP:0003674', 'HP:0000006', 'HP:0002355', 'HP:0001604', 'HP:0001265', 'HP:0002460', 'HP:0003693', 'HP:0001337', 'HP:0001605', 'HP:0001761']"
SLC5A7,OMIM:617143,"['HP:0003701', 'HP:0002650', 'HP:0003828', 'HP:0001290', 'HP:0002804', 'HP:0000467', 'HP:0001618', 'HP:0010307', 'HP:0002033', 'HP:0001561', 'HP:0000508', 'HP:0002015', 'HP:0010628', 'HP:0000007', 'HP:0002791', 'HP:0000597', 'HP:0031936', 'HP:0100543', 'HP:0002104', 'HP:0001283', 'HP:0002808']"
SLC6A1,OMIM:616421,"['HP:0001249', 'HP:0025097', 'HP:0001251', 'HP:0002650', 'HP:0001337', 'HP:0000006', 'HP:0002121']"
SLC6A17,OMIM:616269,"['HP:0010864', 'HP:0000400', 'HP:0000718', 'HP:0030186', 'HP:0000303', 'HP:0000007', 'HP:0002515', 'HP:0000343', 'HP:0001263', 'HP:0000581', 'HP:0045025', 'HP:0200055', 'HP:0001344', 'HP:0000742', 'HP:0002540']"
SLC6A19,OMIM:138500,"['HP:0008672', 'HP:0000006', 'HP:0003108']"
SLC6A19,OMIM:234500,"['HP:0008353', 'HP:0000712', 'HP:0001263', 'HP:0004322', 'HP:0000992', 'HP:0001276', 'HP:0000206', 'HP:0000709', 'HP:0001250', 'HP:0000007', 'HP:0001347', 'HP:0002131']"
SLC6A19,OMIM:242600,"['HP:0001249', 'HP:0000478', 'HP:0003108', 'HP:0000007', 'HP:0003137', 'HP:0003080']"
SLC6A2,OMIM:604715,"['HP:0000006', 'HP:0012173']"
SLC6A20,OMIM:138500,"['HP:0008672', 'HP:0000006', 'HP:0003108']"
SLC6A20,OMIM:242600,"['HP:0001249', 'HP:0000478', 'HP:0003108', 'HP:0000007', 'HP:0003137', 'HP:0003080']"
SLC6A3,OMIM:613135,"['HP:0002020', 'HP:0002396', 'HP:0003623', 'HP:0011968', 'HP:0007256', 'HP:0000338', 'HP:0002062', 'HP:0002019', 'HP:0003593', 'HP:0002194', 'HP:0001337', 'HP:0002487', 'HP:0010553', 'HP:0002072', 'HP:0100660', 'HP:0000007', 'HP:0002451', 'HP:0031931', 'HP:0001263', 'HP:0003676', 'HP:0012048', 'HP:0001300', 'HP:0002067']"
SLC6A4,OMIM:164230,"['HP:0000722', 'HP:0000716', 'HP:0012166', 'HP:0000006', 'HP:0000739', 'HP:0030212']"
SLC6A5,OMIM:614618,"['HP:0000007', 'HP:0003593', 'HP:0000006', 'HP:0001276', 'HP:0003552', 'HP:0002104', 'HP:0002267']"
SLC6A6,OMIM:145350,"['HP:0007814', 'HP:0030329', 'HP:0008499', 'HP:0025169', 'HP:0007843', 'HP:0000639', 'HP:0007401', 'HP:0001644', 'HP:0500182', 'HP:0200070', 'HP:0003593', 'HP:0001634', 'HP:0003577', 'HP:0030609', 'HP:0000006', 'HP:0007994']"
SLC6A8,OMIM:300352,"['HP:0002595', 'HP:0000276', 'HP:0001263', 'HP:0001508', 'HP:0001319', 'HP:0001332', 'HP:0002251', 'HP:0001257', 'HP:0002013', 'HP:0011800', 'HP:0001288', 'HP:0002058', 'HP:0001250', 'HP:0001249', 'HP:0004322', 'HP:0000718', 'HP:0000252', 'HP:0001276', 'HP:0025051', 'HP:0000735', 'HP:0001657', 'HP:0001761', 'HP:0001270', 'HP:0002136', 'HP:0000098', 'HP:0001382', 'HP:0000337', 'HP:0001419', 'HP:0002019', 'HP:0000508', 'HP:0000272', 'HP:0000275', 'HP:0000750', 'HP:0008583', 'HP:0011098', 'HP:0000577', 'HP:0008872', 'HP:0000303', 'HP:0002079', 'HP:0012448', 'HP:0007018', 'HP:0003593', 'HP:0003593', 'HP:0007057', 'HP:0000540']"
SLC6A9,OMIM:617301,"['HP:0000243', 'HP:0000278', 'HP:0001263', 'HP:0003577', 'HP:0000648', 'HP:0000648', 'HP:0002804', 'HP:0001762', 'HP:0002058', 'HP:0002816', 'HP:0002119', 'HP:0001188', 'HP:0002267', 'HP:0002169', 'HP:0002987', 'HP:0003273', 'HP:0000252', 'HP:0025116', 'HP:0000527', 'HP:0002104', 'HP:0002827', 'HP:0002015', 'HP:0000268', 'HP:0000369', 'HP:0000007', 'HP:0001388', 'HP:0001276', 'HP:0000463', 'HP:0000508', 'HP:0001298', 'HP:0001845', 'HP:0002079', 'HP:0002878', 'HP:0005280']"
SLC7A14,OMIM:615725,"['HP:0000007', 'HP:0000510', 'HP:0000662', 'HP:0001123', 'HP:0001105']"
SLC7A6OS,OMIM:619191,"['HP:0000007', 'HP:0003621', 'HP:0011462', 'HP:0000739', 'HP:0001310', 'HP:0001336', 'HP:0007018', 'HP:0000716', 'HP:0001268', 'HP:0001260', 'HP:0002355', 'HP:0002069']"
SLC7A7,OMIM:222700,"['HP:0000725', 'HP:0002013', 'HP:0003281', 'HP:0040223', 'HP:0000973', 'HP:0001903', 'HP:0002240', 'HP:0003774', 'HP:0002018', 'HP:0012156', 'HP:0001987', 'HP:0001873', 'HP:0000974', 'HP:0001508', 'HP:0001956', 'HP:0008070', 'HP:0004322', 'HP:0001290', 'HP:0006517', 'HP:0001259', 'HP:0001744', 'HP:0002750', 'HP:0003218', 'HP:0001733', 'HP:0002093', 'HP:0004395', 'HP:0001324', 'HP:0002757', 'HP:0003355', 'HP:0002014', 'HP:0000939', 'HP:0003202', 'HP:0003593', 'HP:0000007', 'HP:0002151', 'HP:0001882', 'HP:0001252', 'HP:0002213']"
SLC7A9,OMIM:220100,"['HP:0000083', 'HP:0000007', 'HP:0000010', 'HP:0000787', 'HP:0003828', 'HP:0003268', 'HP:0003131', 'HP:0003532', 'HP:0000707', 'HP:0000006', 'HP:0003297']"
SLC9A1,OMIM:616291,"['HP:0000007', 'HP:0000639', 'HP:0001260', 'HP:0002075', 'HP:0004322', 'HP:0001270', 'HP:0001272', 'HP:0003676', 'HP:0002345', 'HP:0001310', 'HP:0002066', 'HP:0002070']"
SLC9A3,OMIM:616868,"['HP:0001561', 'HP:0032484', 'HP:0032484', 'HP:0000007', 'HP:0005208', 'HP:0003270', 'HP:0002037']"
SLC9A3R1,OMIM:612287,"['HP:0000938', 'HP:0002148', 'HP:0000939', 'HP:0002659', 'HP:0000117', 'HP:0000006', 'HP:0000787', 'HP:0003109']"
SLC9A6,OMIM:300243,"['HP:0001760', 'HP:0010864', 'HP:0040082', 'HP:0004325', 'HP:0001290', 'HP:0002078', 'HP:0003189', 'HP:0001419', 'HP:0006887', 'HP:0000276', 'HP:0001344', 'HP:0001238', 'HP:0002487', 'HP:0000774', 'HP:0001250', 'HP:0007207', 'HP:0000252', 'HP:0006794', 'HP:0000020', 'HP:0011182', 'HP:0000275', 'HP:0001181', 'HP:0001251', 'HP:0001272', 'HP:0002607', 'HP:0002360', 'HP:0000574', 'HP:0000602', 'HP:0002015', 'HP:0002529', 'HP:0001371', 'HP:0002300', 'HP:0000400', 'HP:0012736', 'HP:0000303', 'HP:0000486', 'HP:0002307', 'HP:0000194', 'HP:0003202']"
SLC9A7,OMIM:301024,"['HP:0000750', 'HP:0001419', 'HP:0000486', 'HP:0000219', 'HP:0000276', 'HP:0009890', 'HP:0001763', 'HP:0031936', 'HP:0000343', 'HP:0001263', 'HP:0004209', 'HP:0011800', 'HP:0000490', 'HP:0001290', 'HP:0000494']"
SLCO1B1,OMIM:237450,"['HP:0000952', 'HP:0002908', 'HP:0000924', 'HP:0010984', 'HP:0001000']"
SLCO1B3,OMIM:237450,"['HP:0000952', 'HP:0002908', 'HP:0000924', 'HP:0010984', 'HP:0001000']"
SLCO2A1,OMIM:167100,"['HP:0001072', 'HP:0011462', 'HP:0010541', 'HP:0001051', 'HP:0030839', 'HP:0000975', 'HP:0000508', 'HP:0100759', 'HP:0100759', 'HP:0100759', 'HP:0005208', 'HP:0006465', 'HP:0034049', 'HP:0000006', 'HP:0001061']"
SLCO2A1,OMIM:614441,"['HP:0003073', 'HP:0001072', 'HP:0100774', 'HP:0001217', 'HP:0003621', 'HP:0000007', 'HP:0001051', 'HP:0030314', 'HP:0011462', 'HP:0001061', 'HP:0030839', 'HP:0005208', 'HP:0000975']"
SLFN14,OMIM:616913,"['HP:0000421', 'HP:0000006', 'HP:0000132', 'HP:0000978', 'HP:0001873']"
SLITRK1,OMIM:137580,"['HP:0007018', 'HP:0002360', 'HP:0010529', 'HP:0000006', 'HP:0100034', 'HP:0000722', 'HP:0000742', 'HP:0000718', 'HP:0100035']"
SLITRK1,OMIM:613229,"['HP:0001426', 'HP:0000722', 'HP:0012167', 'HP:0001596', 'HP:0000006']"
SLITRK6,OMIM:221200,"['HP:0000405', 'HP:0011003', 'HP:0001249', 'HP:0000093', 'HP:0012715', 'HP:0000790', 'HP:0000007']"
SLURP1,OMIM:248300,"['HP:0007553', 'HP:0008064', 'HP:0001808', 'HP:0000007', 'HP:0000975', 'HP:0001156', 'HP:0003593', 'HP:0033194']"
SLX4,OMIM:613951,"['HP:0000957', 'HP:0000252', 'HP:0001045', 'HP:0004322', 'HP:0000347', 'HP:0000085', 'HP:0012745', 'HP:0009777', 'HP:0000007', 'HP:0000365', 'HP:0009778', 'HP:0001903', 'HP:0002984', 'HP:0000028', 'HP:0002860', 'HP:0000581', 'HP:0000125', 'HP:0000414', 'HP:0001876', 'HP:0003828']"
SMAD2,OMIM:619656,"['HP:0003581', 'HP:0001065', 'HP:0000276', 'HP:0005086', 'HP:0001714', 'HP:0000006', 'HP:0002619', 'HP:0002829', 'HP:0004944', 'HP:0001166', 'HP:0001763', 'HP:0012163', 'HP:0000218', 'HP:0012158', 'HP:0005112', 'HP:0002650', 'HP:0012432', 'HP:0008419', 'HP:0012727', 'HP:0001519', 'HP:0008843']"
SMAD2,OMIM:619657,"['HP:0000337', 'HP:0001643', 'HP:0000276', 'HP:0001601', 'HP:0001642', 'HP:0000358', 'HP:0001631', 'HP:0001607', 'HP:0001651', 'HP:0010773', 'HP:0001746', 'HP:0001719', 'HP:0001719', 'HP:0006315', 'HP:0001263', 'HP:0031348', 'HP:0001250', 'HP:0000369', 'HP:0000007', 'HP:0012727', 'HP:0011800', 'HP:0031853', 'HP:0000218', 'HP:0001770', 'HP:0004322', 'HP:0007598', 'HP:0011669', 'HP:0002566', 'HP:0011579', 'HP:0001629', 'HP:0003577']"
SMAD3,OMIM:613795,"['HP:0000977', 'HP:0100645', 'HP:0000268', 'HP:0001643', 'HP:0012385', 'HP:0011645', 'HP:0001647', 'HP:0005112', 'HP:0004944', 'HP:0001762', 'HP:0004933', 'HP:0012432', 'HP:0002619', 'HP:0000520', 'HP:0001642', 'HP:0100775', 'HP:0100775', 'HP:0001065', 'HP:0008843', 'HP:0000193', 'HP:0000193', 'HP:0001166', 'HP:0001075', 'HP:0001712', 'HP:0002076', 'HP:0000768', 'HP:0002650', 'HP:0003179', 'HP:0003302', 'HP:0000518', 'HP:0002107', 'HP:0006687', 'HP:0000023', 'HP:0002138', 'HP:0001653', 'HP:0008419', 'HP:0000139', 'HP:0000139', 'HP:0001634', 'HP:0000272', 'HP:0004938', 'HP:0001763', 'HP:0001763', 'HP:0001519', 'HP:0000577', 'HP:0010646', 'HP:0000316', 'HP:0001699', 'HP:0010648', 'HP:0012499', 'HP:0001388', 'HP:0000689', 'HP:0000276', 'HP:0000276', 'HP:0005110', 'HP:0410151', 'HP:0001537', 'HP:0000278', 'HP:0001631', 'HP:0005086', 'HP:0000006', 'HP:0000978', 'HP:0001363']"
SMAD4,OMIM:139210,"['HP:0010579', 'HP:0000327', 'HP:0000885', 'HP:0000518', 'HP:0002878', 'HP:0000717', 'HP:0001629', 'HP:0001631', 'HP:0000540', 'HP:0001650', 'HP:0004322', 'HP:0000365', 'HP:0002866', 'HP:0003026', 'HP:0000028', 'HP:0001608', 'HP:0001376', 'HP:0000574', 'HP:0001845', 'HP:0001250', 'HP:0012385', 'HP:0000219', 'HP:0000219', 'HP:0000219', 'HP:0000369', 'HP:0001831', 'HP:0045025', 'HP:0000581', 'HP:0001251', 'HP:0000490', 'HP:0001518', 'HP:0030084', 'HP:0004621', 'HP:0001511', 'HP:0001249', 'HP:0009381', 'HP:0030053', 'HP:0000252', 'HP:0000568', 'HP:0003720', 'HP:0000316', 'HP:0001156', 'HP:0008551', 'HP:0001680', 'HP:0003561', 'HP:0001387', 'HP:0004894', 'HP:0001643', 'HP:0003712', 'HP:0002684', 'HP:0011800', 'HP:0001072', 'HP:0000470', 'HP:0004691', 'HP:0000486', 'HP:0000303', 'HP:0000175', 'HP:0002213', 'HP:0009466', 'HP:0000926', 'HP:0008070', 'HP:0002948', 'HP:0000272', 'HP:0000256', 'HP:0000822', 'HP:0000322', 'HP:0001698', 'HP:0000160', 'HP:0001513', 'HP:0410030', 'HP:0000426', 'HP:0000006']"
SMAD4,OMIM:174900,"['HP:0001903', 'HP:0002576', 'HP:0001508', 'HP:0002573', 'HP:0004394', 'HP:0003003', 'HP:0003073', 'HP:0002027', 'HP:0001217', 'HP:0000006', 'HP:0002035', 'HP:0002900', 'HP:0006771']"
SMAD4,OMIM:175050,"['HP:0002573', 'HP:0001297', 'HP:0002408', 'HP:0004942', 'HP:0004784', 'HP:0006574', 'HP:0001009', 'HP:0001634', 'HP:0001217', 'HP:0004390', 'HP:0002672', 'HP:0002647', 'HP:0006548', 'HP:0000006', 'HP:0001653', 'HP:0000421', 'HP:0001903']"
SMAD4,OMIM:260350,"['HP:0000006', 'HP:0410067', 'HP:0001428', 'HP:0002894']"
SMAD6,OMIM:614823,"['HP:0001680', 'HP:0000006', 'HP:0004963', 'HP:0001647', 'HP:0004942']"
SMAD6,OMIM:617439,"['HP:0000006', 'HP:0001363', 'HP:0000750']"
SMAD7,OMIM:612229,"['HP:0003003', 'HP:0001425']"
SMAD9,OMIM:615342,"['HP:0000006', 'HP:0002092', 'HP:0003676', 'HP:0003829', 'HP:0005317']"
SMARCA2,OMIM:601358,"['HP:0045025', 'HP:0010743', 'HP:0000028', 'HP:0002465', 'HP:0007946', 'HP:0010864', 'HP:0000154', 'HP:0001249', 'HP:0000494', 'HP:0012810', 'HP:0000006', 'HP:0001344', 'HP:0002223', 'HP:0009803', 'HP:0004322', 'HP:0000179', 'HP:0000289', 'HP:0000325', 'HP:0001508', 'HP:0010049', 'HP:0000252', 'HP:0002650', 'HP:0000446', 'HP:0000964', 'HP:0001250', 'HP:0006237', 'HP:0000687', 'HP:0000343', 'HP:0001852', 'HP:0000294', 'HP:0000463', 'HP:0000718', 'HP:0002209', 'HP:0000232', 'HP:0001156', 'HP:0001511']"
SMARCA2,OMIM:619293,"['HP:0000574', 'HP:0010751', 'HP:0000527', 'HP:0001252', 'HP:0000294', 'HP:0001182', 'HP:0001762', 'HP:0007018', 'HP:0000805', 'HP:0001385', 'HP:0012110', 'HP:0000066', 'HP:0002307', 'HP:0000744', 'HP:0000687', 'HP:0002553', 'HP:0000418', 'HP:0009882', 'HP:0012368', 'HP:0000691', 'HP:0002007', 'HP:0000316', 'HP:0001763', 'HP:0004209', 'HP:0010624', 'HP:0000653', 'HP:0002750', 'HP:0000322', 'HP:0001371', 'HP:0000689', 'HP:0002308', 'HP:0000430', 'HP:0000010', 'HP:0000369', 'HP:0031936', 'HP:0000750', 'HP:0000508', 'HP:0000154', 'HP:0011968', 'HP:0045075', 'HP:0001357', 'HP:0002020', 'HP:0000664', 'HP:0000047', 'HP:0000358', 'HP:0000581', 'HP:0000006', 'HP:0000028', 'HP:0000286', 'HP:0002837', 'HP:0002263', 'HP:0001643', 'HP:0045025', 'HP:0033725', 'HP:0001388', 'HP:0000445', 'HP:0001249', 'HP:0001250', 'HP:0002209', 'HP:0001263', 'HP:0006297', 'HP:0100025', 'HP:0000219', 'HP:0006532', 'HP:0000729', 'HP:0000463', 'HP:0000431', 'HP:0002650']"
SMARCA4,OMIM:613325,"['HP:0100006', 'HP:0000006', 'HP:0030731']"
SMARCA4,OMIM:614609,"['HP:0000158', 'HP:0000574', 'HP:0002209', 'HP:0030680', 'HP:0000154', 'HP:0001273', 'HP:0001249', 'HP:0002650', 'HP:0011968', 'HP:0001250', 'HP:0001290', 'HP:0001263', 'HP:0000280', 'HP:0000006', 'HP:0000445', 'HP:0001511', 'HP:0000505', 'HP:0000252', 'HP:0002750', 'HP:0004322', 'HP:0001007', 'HP:0001305', 'HP:0009835', 'HP:0001627', 'HP:0000527', 'HP:0009928', 'HP:0000365', 'HP:0000998', 'HP:0005280', 'HP:0000463']"
SMARCAD1,OMIM:129200,"['HP:0001182', 'HP:0000954', 'HP:0007455', 'HP:0008404', 'HP:0001056', 'HP:0001056', 'HP:0001056', 'HP:0001056', 'HP:0030044', 'HP:0000968', 'HP:0001034', 'HP:0003623', 'HP:0032541', 'HP:0000006', 'HP:0034012', 'HP:0034012', 'HP:0025092', 'HP:0000982', 'HP:0010621', 'HP:0031045']"
SMARCAD1,OMIM:136000,"['HP:0000006', 'HP:0007455', 'HP:0010765', 'HP:0001217']"
SMARCAD1,OMIM:181600,"['HP:0007545', 'HP:0006739', 'HP:0000006', 'HP:0001182', 'HP:0007455', 'HP:0008404', 'HP:0001792', 'HP:0025092']"
SMARCAL1,OMIM:242900,"['HP:0000414', 'HP:0001034', 'HP:0002213', 'HP:0000691', 'HP:0002925', 'HP:0000097', 'HP:0002326', 'HP:0002655', 'HP:0002634', 'HP:0000093', 'HP:0002719', 'HP:0000938', 'HP:0002938', 'HP:0000470', 'HP:0002208', 'HP:0005280', 'HP:0006453', 'HP:0000822', 'HP:0000083', 'HP:0002843', 'HP:0001511', 'HP:0003090', 'HP:0002515', 'HP:0000545', 'HP:0003182', 'HP:0001888', 'HP:0001875', 'HP:0003300', 'HP:0010701', 'HP:0001620', 'HP:0007759', 'HP:0002942', 'HP:0000926', 'HP:0001270', 'HP:0003521', 'HP:0000100', 'HP:0001873', 'HP:0000483', 'HP:0001538', 'HP:0000007', 'HP:0001903']"
SMARCB1,OMIM:162091,"['HP:0000951', 'HP:0001428', 'HP:0100008', 'HP:0100008', 'HP:0010302', 'HP:0003828', 'HP:0003829', 'HP:0000925', 'HP:0002858', 'HP:0000006']"
SMARCB1,OMIM:609322,"['HP:0000006', 'HP:0030392', 'HP:0002885']"
SMARCB1,OMIM:614608,"['HP:0001511', 'HP:0001249', 'HP:0001321', 'HP:0005280', 'HP:0000505', 'HP:0001627', 'HP:0000527', 'HP:0001290', 'HP:0002650', 'HP:0000154', 'HP:0002209', 'HP:0001007', 'HP:0011968', 'HP:0000365', 'HP:0000463', 'HP:0000006', 'HP:0001263', 'HP:0000574', 'HP:0001273', 'HP:0030680', 'HP:0000445', 'HP:0000252', 'HP:0000696', 'HP:0009835', 'HP:0000158', 'HP:0001250', 'HP:0000998', 'HP:0004322', 'HP:0002750', 'HP:0000280']"
SMARCC2,OMIM:618362,"['HP:0001290', 'HP:0000179', 'HP:0000750', 'HP:0000219', 'HP:0001508', 'HP:0000718', 'HP:0000463', 'HP:0000527', 'HP:0001250', 'HP:0002033', 'HP:0000574', 'HP:0002209', 'HP:0000006', 'HP:0000752', 'HP:0002360', 'HP:0000964', 'HP:0000508', 'HP:0100716', 'HP:0002650']"
